Year,Month,Day,Week Number,Corridor,Workday,Station,Period,Ridership,N_trains,Covid19
2020,October,20,43,Corridor_6,y,Station_20,Midday,32,1,1
2020,October,20,43,Corridor_6,y,Station_3,Evening,15,1,1
2020,October,20,43,Corridor_6,y,Station_3,PM Peak,130,3,1
2020,October,20,43,Corridor_7,y,Station_24,Evening,17,4,1
2020,October,20,43,Corridor_7,y,Station_24,Midday,74,5,1
2020,October,20,43,Corridor_7,y,Station_24,PM Peak,18,2,1
2020,October,20,43,Corridor_7,y,Station_21,AM Peak,271,4,1
2020,October,20,43,Corridor_7,y,Station_21,Midday,42,1,1
2020,October,20,43,Corridor_7,y,Station_3,Evening,104,6,1
2020,October,20,43,Corridor_7,y,Station_3,Midday,50,6,1
2020,October,20,43,Corridor_7,y,Station_3,PM Peak,269,4,1
2020,October,21,43,Corridor_1,y,Station_1,AM Peak,355,3,1
2020,October,21,43,Corridor_1,y,Station_1,Evening,6,1,1
2020,October,21,43,Corridor_1,y,Station_1,Midday,72,1,1
2020,October,21,43,Corridor_1,y,Station_2,Evening,7,2,1
2020,October,21,43,Corridor_1,y,Station_2,Midday,47,5,1
2020,October,21,43,Corridor_1,y,Station_2,PM Peak,14,1,1
2020,October,21,43,Corridor_1,y,Station_6,AM Peak,66,1,1
2020,October,21,43,Corridor_1,y,Station_3,Evening,61,5,1
2020,October,21,43,Corridor_1,y,Station_3,Midday,121,6,1
2020,October,21,43,Corridor_1,y,Station_3,PM Peak,427,4,1
2020,October,21,43,Corridor_4,y,Station_7,AM Peak,40,1,1
2020,October,21,43,Corridor_4,y,Station_8,AM Peak,242,2,1
2020,October,21,43,Corridor_4,y,Station_9,AM Peak,268,2,1
2020,October,21,43,Corridor_4,y,Station_9,Evening,19,1,1
2020,October,21,43,Corridor_4,y,Station_9,Midday,73,1,1
2020,October,21,43,Corridor_4,y,Station_11,Evening,35,3,1
2020,October,21,43,Corridor_4,y,Station_11,Midday,135,5,1
2020,October,21,43,Corridor_4,y,Station_11,PM Peak,43,2,1
2020,October,21,43,Corridor_4,y,Station_3,AM Peak,36,2,1
2020,October,21,43,Corridor_4,y,Station_3,Evening,174,5,1
2020,October,21,43,Corridor_4,y,Station_3,Midday,116,6,1
2020,October,21,43,Corridor_4,y,Station_3,PM Peak,528,5,1
2020,October,21,43,Corridor_2,y,Station_5,AM Peak,1356,6,1
2020,October,21,43,Corridor_2,y,Station_5,Evening,218,8,1
2020,October,21,43,Corridor_2,y,Station_5,Midday,592,12,1
2020,October,21,43,Corridor_2,y,Station_5,PM Peak,225,6,1
2020,October,21,43,Corridor_2,y,Station_3,AM Peak,143,6,1
2020,October,21,43,Corridor_2,y,Station_3,Evening,522,8,1
2020,October,21,43,Corridor_2,y,Station_3,Midday,367,12,1
2020,October,21,43,Corridor_2,y,Station_3,PM Peak,1228,7,1
2020,October,21,43,Corridor_3,y,Station_4,AM Peak,431,4,1
2020,October,21,43,Corridor_3,y,Station_4,Evening,322,8,1
2020,October,21,43,Corridor_3,y,Station_4,Midday,646,12,1
2020,October,21,43,Corridor_3,y,Station_4,PM Peak,283,6,1
2020,October,21,43,Corridor_3,y,Station_17,AM Peak,232,2,1
2020,October,21,43,Corridor_3,y,Station_3,AM Peak,255,6,1
2020,October,21,43,Corridor_3,y,Station_3,Evening,413,8,1
2020,October,21,43,Corridor_3,y,Station_3,Midday,453,12,1
2020,October,21,43,Corridor_3,y,Station_3,PM Peak,1029,8,1
2020,October,21,43,Corridor_3,y,Station_15,AM Peak,277,2,1
2020,October,21,43,Corridor_5,y,Station_19,AM Peak,456,4,1
2020,October,21,43,Corridor_5,y,Station_19,Midday,64,1,1
2020,October,21,43,Corridor_5,y,Station_3,Evening,39,1,1
2020,October,21,43,Corridor_5,y,Station_3,PM Peak,490,4,1
2020,October,21,43,Corridor_6,y,Station_20,AM Peak,105,3,1
2020,October,21,43,Corridor_6,y,Station_20,Midday,25,1,1
2020,October,21,43,Corridor_6,y,Station_3,Evening,19,1,1
2020,October,21,43,Corridor_6,y,Station_3,PM Peak,121,3,1
2020,October,21,43,Corridor_7,y,Station_24,Evening,13,4,1
2020,October,21,43,Corridor_7,y,Station_24,Midday,52,5,1
2020,October,21,43,Corridor_7,y,Station_24,PM Peak,23,2,1
2020,October,21,43,Corridor_7,y,Station_21,AM Peak,260,4,1
2020,October,21,43,Corridor_7,y,Station_21,Midday,48,1,1
2020,October,21,43,Corridor_7,y,Station_3,Evening,92,6,1
2020,October,21,43,Corridor_7,y,Station_3,Midday,44,6,1
2020,October,21,43,Corridor_7,y,Station_3,PM Peak,258,4,1
2020,October,22,43,Corridor_1,y,Station_1,AM Peak,361,3,1
2020,October,22,43,Corridor_1,y,Station_1,Evening,5,1,1
2020,October,22,43,Corridor_1,y,Station_1,Midday,70,1,1
2020,October,22,43,Corridor_1,y,Station_2,Evening,8,2,1
2020,October,22,43,Corridor_1,y,Station_2,Midday,68,5,1
2020,October,22,43,Corridor_1,y,Station_2,PM Peak,7,1,1
2020,October,22,43,Corridor_1,y,Station_6,AM Peak,69,1,1
2020,October,22,43,Corridor_1,y,Station_3,Evening,72,5,1
2020,October,22,43,Corridor_1,y,Station_3,Midday,101,6,1
2020,October,22,43,Corridor_1,y,Station_3,PM Peak,456,4,1
2020,October,22,43,Corridor_4,y,Station_7,AM Peak,37,1,1
2020,October,22,43,Corridor_4,y,Station_8,AM Peak,227,2,1
2020,October,22,43,Corridor_4,y,Station_9,AM Peak,277,2,1
2020,October,22,43,Corridor_4,y,Station_9,Evening,14,1,1
2020,October,22,43,Corridor_4,y,Station_9,Midday,80,1,1
2020,October,22,43,Corridor_4,y,Station_11,Evening,38,3,1
2020,October,22,43,Corridor_4,y,Station_11,Midday,137,5,1
2020,October,22,43,Corridor_4,y,Station_11,PM Peak,48,2,1
2020,October,22,43,Corridor_4,y,Station_3,AM Peak,39,2,1
2020,October,22,43,Corridor_4,y,Station_3,Evening,165,5,1
2020,October,22,43,Corridor_4,y,Station_3,Midday,111,6,1
2020,October,22,43,Corridor_4,y,Station_3,PM Peak,539,5,1
2020,October,22,43,Corridor_2,y,Station_5,AM Peak,1377,7,1
2020,October,22,43,Corridor_2,y,Station_5,Evening,213,8,1
2020,October,22,43,Corridor_2,y,Station_5,Midday,640,12,1
2020,October,22,43,Corridor_2,y,Station_5,PM Peak,207,6,1
2020,October,22,43,Corridor_2,y,Station_3,AM Peak,160,6,1
2020,October,22,43,Corridor_2,y,Station_3,Evening,537,8,1
2020,October,22,43,Corridor_2,y,Station_3,Midday,367,12,1
2020,October,22,43,Corridor_2,y,Station_3,PM Peak,1284,7,1
2020,October,22,43,Corridor_3,y,Station_4,AM Peak,335,3,1
2020,October,22,43,Corridor_3,y,Station_4,Evening,352,8,1
2020,October,22,43,Corridor_3,y,Station_4,Midday,686,12,1
2020,October,22,43,Corridor_3,y,Station_4,PM Peak,312,6,1
2020,October,22,43,Corridor_3,y,Station_17,AM Peak,330,2,1
2020,October,22,43,Corridor_3,y,Station_3,AM Peak,282,6,1
2020,October,22,43,Corridor_3,y,Station_3,Evening,469,8,1
2020,October,22,43,Corridor_3,y,Station_3,Midday,460,12,1
2020,October,22,43,Corridor_3,y,Station_3,PM Peak,1032,8,1
2020,October,22,43,Corridor_3,y,Station_15,AM Peak,282,2,1
2020,October,22,43,Corridor_5,y,Station_19,AM Peak,456,4,1
2020,October,22,43,Corridor_5,y,Station_19,Midday,61,1,1
2020,October,22,43,Corridor_5,y,Station_3,Evening,43,1,1
2020,October,22,43,Corridor_5,y,Station_3,PM Peak,518,4,1
2020,October,22,43,Corridor_6,y,Station_20,AM Peak,98,3,1
2020,October,22,43,Corridor_6,y,Station_20,Midday,48,1,1
2020,October,22,43,Corridor_6,y,Station_3,Evening,22,1,1
2020,October,22,43,Corridor_6,y,Station_3,PM Peak,127,3,1
2020,October,22,43,Corridor_7,y,Station_24,Evening,16,4,1
2020,October,22,43,Corridor_7,y,Station_24,Midday,66,5,1
2020,October,22,43,Corridor_7,y,Station_24,PM Peak,25,2,1
2020,October,22,43,Corridor_7,y,Station_21,AM Peak,237,4,1
2020,October,22,43,Corridor_7,y,Station_21,Midday,57,1,1
2020,October,22,43,Corridor_7,y,Station_3,Evening,107,6,1
2020,October,22,43,Corridor_7,y,Station_3,Midday,52,6,1
2020,October,22,43,Corridor_7,y,Station_3,PM Peak,274,4,1
2020,October,23,43,Corridor_1,y,Station_1,AM Peak,320,3,1
2020,October,23,43,Corridor_1,y,Station_1,Evening,8,1,1
2020,October,23,43,Corridor_1,y,Station_1,Midday,47,1,1
2020,October,23,43,Corridor_1,y,Station_2,Evening,14,2,1
2020,October,23,43,Corridor_1,y,Station_2,Midday,77,5,1
2020,October,23,43,Corridor_1,y,Station_2,PM Peak,14,1,1
2020,October,23,43,Corridor_1,y,Station_6,AM Peak,54,1,1
2020,October,23,43,Corridor_1,y,Station_3,Evening,106,5,1
2020,October,23,43,Corridor_1,y,Station_3,Midday,136,6,1
2020,October,23,43,Corridor_1,y,Station_3,PM Peak,410,4,1
2020,October,23,43,Corridor_4,y,Station_7,AM Peak,39,1,1
2020,October,23,43,Corridor_4,y,Station_8,AM Peak,191,2,1
2020,October,23,43,Corridor_4,y,Station_9,AM Peak,242,2,1
2020,October,23,43,Corridor_4,y,Station_9,Evening,28,1,1
2020,October,23,43,Corridor_4,y,Station_9,Midday,62,1,1
2020,October,23,43,Corridor_4,y,Station_11,Evening,41,3,1
2020,October,23,43,Corridor_4,y,Station_11,Midday,168,5,1
2020,October,23,43,Corridor_4,y,Station_11,PM Peak,87,2,1
2020,October,23,43,Corridor_4,y,Station_3,AM Peak,36,2,1
2020,October,23,43,Corridor_4,y,Station_3,Evening,187,5,1
2020,October,23,43,Corridor_4,y,Station_3,Midday,141,6,1
2020,October,23,43,Corridor_4,y,Station_3,PM Peak,540,5,1
2020,October,23,43,Corridor_2,y,Station_5,AM Peak,1154,7,1
2020,October,23,43,Corridor_2,y,Station_5,Evening,327,8,1
2020,October,23,43,Corridor_2,y,Station_5,Midday,644,12,1
2020,October,23,43,Corridor_2,y,Station_5,PM Peak,296,6,1
2020,October,23,43,Corridor_2,y,Station_3,AM Peak,153,6,1
2020,October,23,43,Corridor_2,y,Station_3,Evening,600,8,1
2020,October,23,43,Corridor_2,y,Station_3,Midday,476,12,1
2020,October,23,43,Corridor_2,y,Station_3,PM Peak,1095,7,1
2020,October,23,43,Corridor_3,y,Station_4,AM Peak,379,4,1
2020,October,23,43,Corridor_3,y,Station_4,Evening,501,8,1
2020,October,23,43,Corridor_3,y,Station_4,Midday,718,12,1
2020,October,23,43,Corridor_3,y,Station_4,PM Peak,424,6,1
2020,October,23,43,Corridor_3,y,Station_17,AM Peak,191,2,1
2020,October,23,43,Corridor_3,y,Station_3,AM Peak,287,6,1
2020,October,23,43,Corridor_3,y,Station_3,Evening,577,8,1
2020,October,23,43,Corridor_3,y,Station_3,Midday,566,12,1
2020,October,23,43,Corridor_3,y,Station_3,PM Peak,1001,8,1
2020,October,23,43,Corridor_3,y,Station_15,AM Peak,236,2,1
2020,October,23,43,Corridor_5,y,Station_19,AM Peak,397,4,1
2020,October,23,43,Corridor_5,y,Station_19,Midday,52,1,1
2020,October,23,43,Corridor_5,y,Station_3,Evening,43,1,1
2020,October,23,43,Corridor_5,y,Station_3,PM Peak,443,4,1
2020,October,23,43,Corridor_6,y,Station_20,AM Peak,84,3,1
2020,October,23,43,Corridor_6,y,Station_20,Midday,36,1,1
2020,October,23,43,Corridor_6,y,Station_3,Evening,24,1,1
2020,October,23,43,Corridor_6,y,Station_3,PM Peak,118,3,1
2020,October,23,43,Corridor_7,y,Station_24,Evening,27,4,1
2020,October,23,43,Corridor_7,y,Station_24,Midday,72,5,1
2020,October,23,43,Corridor_7,y,Station_24,PM Peak,30,2,1
2020,October,23,43,Corridor_7,y,Station_21,AM Peak,219,4,1
2020,October,23,43,Corridor_7,y,Station_21,Midday,44,1,1
2020,October,23,43,Corridor_7,y,Station_3,Evening,105,6,1
2020,October,23,43,Corridor_7,y,Station_3,Midday,68,6,1
2020,October,23,43,Corridor_7,y,Station_3,PM Peak,228,4,1
2020,October,24,43,Corridor_1,n,Station_1,Weekend/Holiday,123,5,1
2020,October,24,43,Corridor_1,n,Station_2,Weekend/Holiday,79,8,1
2020,October,24,43,Corridor_1,n,Station_6,Weekend/Holiday,28,2,1
2020,October,24,43,Corridor_1,n,Station_3,Weekend/Holiday,246,14,1
2020,October,24,43,Corridor_2,n,Station_5,Weekend/Holiday,979,15,1
2020,October,24,43,Corridor_2,n,Station_3,Weekend/Holiday,967,16,1
2020,October,24,43,Corridor_3,n,Station_4,Weekend/Holiday,1246,19,1
2020,October,24,43,Corridor_3,n,Station_23,Weekend/Holiday,191,4,1
2020,October,24,43,Corridor_3,n,Station_3,Weekend/Holiday,1459,23,1
2020,October,24,43,Corridor_7,n,Station_24,Weekend/Holiday,115,12,1
2020,October,24,43,Corridor_7,n,Station_21,Weekend/Holiday,24,3,1
2020,October,24,43,Corridor_7,n,Station_3,Weekend/Holiday,153,15,1
2020,October,25,43,Corridor_1,n,Station_1,Weekend/Holiday,139,5,1
2020,October,25,43,Corridor_1,n,Station_2,Weekend/Holiday,85,8,1
2020,October,25,43,Corridor_1,n,Station_6,Weekend/Holiday,21,2,1
2020,October,25,43,Corridor_1,n,Station_3,Weekend/Holiday,169,14,1
2020,October,25,43,Corridor_2,n,Station_5,Weekend/Holiday,911,19,1
2020,October,25,43,Corridor_2,n,Station_3,Weekend/Holiday,780,19,1
2020,October,25,43,Corridor_3,n,Station_4,Weekend/Holiday,1037,19,1
2020,October,25,43,Corridor_3,n,Station_23,Weekend/Holiday,220,4,1
2020,October,25,43,Corridor_3,n,Station_3,Weekend/Holiday,1014,23,1
2020,October,25,43,Corridor_7,n,Station_24,Weekend/Holiday,102,12,1
2020,October,25,43,Corridor_7,n,Station_21,Weekend/Holiday,21,3,1
2020,October,25,43,Corridor_7,n,Station_3,Weekend/Holiday,111,15,1
2020,October,26,44,Corridor_1,y,Station_1,AM Peak,383,3,1
2020,October,26,44,Corridor_1,y,Station_1,Evening,10,1,1
2020,October,26,44,Corridor_1,y,Station_1,Midday,52,1,1
2020,October,26,44,Corridor_1,y,Station_2,Evening,14,2,1
2020,October,26,44,Corridor_1,y,Station_2,Midday,60,5,1
2020,October,26,44,Corridor_1,y,Station_2,PM Peak,13,1,1
2020,October,26,44,Corridor_1,y,Station_6,AM Peak,59,1,1
2020,October,26,44,Corridor_1,y,Station_3,Evening,73,5,1
2020,October,26,44,Corridor_1,y,Station_3,Midday,101,6,1
2020,October,26,44,Corridor_1,y,Station_3,PM Peak,432,4,1
2020,October,26,44,Corridor_4,y,Station_7,AM Peak,32,1,1
2020,October,26,44,Corridor_4,y,Station_8,AM Peak,211,2,1
2020,October,26,44,Corridor_4,y,Station_9,AM Peak,304,2,1
2020,October,26,44,Corridor_4,y,Station_9,Evening,20,1,1
2020,October,26,44,Corridor_4,y,Station_9,Midday,82,1,1
2020,October,26,44,Corridor_4,y,Station_11,Evening,24,3,1
2020,October,26,44,Corridor_4,y,Station_11,Midday,146,5,1
2020,October,26,44,Corridor_4,y,Station_11,PM Peak,48,2,1
2020,October,26,44,Corridor_4,y,Station_3,AM Peak,34,2,1
2020,October,26,44,Corridor_4,y,Station_3,Evening,138,5,1
2020,October,26,44,Corridor_4,y,Station_3,Midday,105,6,1
2020,October,26,44,Corridor_4,y,Station_3,PM Peak,515,5,1
2020,October,26,44,Corridor_2,y,Station_5,AM Peak,1376,7,1
2020,October,26,44,Corridor_2,y,Station_5,Evening,228,8,1
2020,October,26,44,Corridor_2,y,Station_5,Midday,580,12,1
2020,October,26,44,Corridor_2,y,Station_5,PM Peak,197,6,1
2020,October,26,44,Corridor_2,y,Station_3,AM Peak,149,6,1
2020,October,26,44,Corridor_2,y,Station_3,Evening,481,8,1
2020,October,26,44,Corridor_2,y,Station_3,Midday,377,12,1
2020,October,26,44,Corridor_2,y,Station_3,PM Peak,1250,7,1
2020,October,26,44,Corridor_3,y,Station_4,AM Peak,438,4,1
2020,October,26,44,Corridor_3,y,Station_4,Evening,332,8,1
2020,October,26,44,Corridor_3,y,Station_4,Midday,613,12,1
2020,October,26,44,Corridor_3,y,Station_4,PM Peak,294,6,1
2020,October,26,44,Corridor_3,y,Station_17,AM Peak,246,2,1
2020,October,26,44,Corridor_3,y,Station_3,AM Peak,281,6,1
2020,October,26,44,Corridor_3,y,Station_3,Evening,390,8,1
2020,October,26,44,Corridor_3,y,Station_3,Midday,459,12,1
2020,October,26,44,Corridor_3,y,Station_3,PM Peak,1006,8,1
2020,October,26,44,Corridor_3,y,Station_15,AM Peak,277,2,1
2020,October,26,44,Corridor_5,y,Station_19,AM Peak,462,4,1
2020,October,26,44,Corridor_5,y,Station_19,Midday,61,1,1
2020,October,26,44,Corridor_5,y,Station_3,Evening,33,1,1
2020,October,26,44,Corridor_5,y,Station_3,PM Peak,499,4,1
2020,October,26,44,Corridor_6,y,Station_20,AM Peak,99,3,1
2020,October,26,44,Corridor_6,y,Station_20,Midday,40,1,1
2020,October,26,44,Corridor_6,y,Station_3,Evening,22,1,1
2020,October,26,44,Corridor_6,y,Station_3,PM Peak,116,3,1
2020,October,26,44,Corridor_7,y,Station_24,Evening,17,4,1
2020,October,26,44,Corridor_7,y,Station_24,Midday,63,5,1
2020,October,26,44,Corridor_7,y,Station_24,PM Peak,20,2,1
2020,October,26,44,Corridor_7,y,Station_21,AM Peak,249,4,1
2020,October,26,44,Corridor_7,y,Station_21,Midday,55,1,1
2020,October,26,44,Corridor_7,y,Station_3,Evening,99,6,1
2020,October,26,44,Corridor_7,y,Station_3,Midday,40,6,1
2020,October,26,44,Corridor_7,y,Station_3,PM Peak,255,4,1
2020,October,27,44,Corridor_1,y,Station_1,AM Peak,401,3,1
2020,October,27,44,Corridor_1,y,Station_1,Evening,4,1,1
2020,October,27,44,Corridor_1,y,Station_1,Midday,53,1,1
2020,October,27,44,Corridor_1,y,Station_2,Evening,14,2,1
2020,October,27,44,Corridor_1,y,Station_2,Midday,55,5,1
2020,October,27,44,Corridor_1,y,Station_2,PM Peak,10,1,1
2020,October,27,44,Corridor_1,y,Station_6,AM Peak,67,1,1
2020,October,27,44,Corridor_1,y,Station_3,Evening,61,5,1
2020,October,27,44,Corridor_1,y,Station_3,Midday,116,6,1
2020,October,27,44,Corridor_1,y,Station_3,PM Peak,467,4,1
2020,October,27,44,Corridor_4,y,Station_7,AM Peak,37,1,1
2020,October,27,44,Corridor_4,y,Station_8,AM Peak,230,2,1
2020,October,27,44,Corridor_4,y,Station_9,AM Peak,292,2,1
2020,October,27,44,Corridor_4,y,Station_9,Evening,20,1,1
2020,October,27,44,Corridor_4,y,Station_9,Midday,86,1,1
2020,October,27,44,Corridor_4,y,Station_11,Evening,31,3,1
2020,October,27,44,Corridor_4,y,Station_11,Midday,145,5,1
2020,October,27,44,Corridor_4,y,Station_11,PM Peak,42,2,1
2020,October,27,44,Corridor_4,y,Station_3,AM Peak,36,2,1
2020,October,27,44,Corridor_4,y,Station_3,Evening,151,5,1
2020,October,27,44,Corridor_4,y,Station_3,Midday,117,6,1
2020,October,27,44,Corridor_4,y,Station_3,PM Peak,549,5,1
2020,October,27,44,Corridor_2,y,Station_5,AM Peak,1441,7,1
2020,October,27,44,Corridor_2,y,Station_5,Evening,212,8,1
2020,October,27,44,Corridor_2,y,Station_5,Midday,622,12,1
2020,October,27,44,Corridor_2,y,Station_5,PM Peak,218,6,1
2020,October,27,44,Corridor_2,y,Station_3,AM Peak,149,6,1
2020,October,27,44,Corridor_2,y,Station_3,Evening,477,8,1
2020,October,27,44,Corridor_2,y,Station_3,Midday,425,12,1
2020,October,27,44,Corridor_2,y,Station_3,PM Peak,1294,7,1
2020,October,27,44,Corridor_3,y,Station_4,AM Peak,461,4,1
2020,October,27,44,Corridor_3,y,Station_4,Evening,306,8,1
2020,October,27,44,Corridor_3,y,Station_4,Midday,672,12,1
2020,October,27,44,Corridor_3,y,Station_4,PM Peak,282,6,1
2020,October,27,44,Corridor_3,y,Station_17,AM Peak,246,2,1
2020,October,27,44,Corridor_3,y,Station_3,AM Peak,280,6,1
2020,October,27,44,Corridor_3,y,Station_3,Evening,406,8,1
2020,October,27,44,Corridor_3,y,Station_3,Midday,450,12,1
2020,October,27,44,Corridor_3,y,Station_3,PM Peak,1082,8,1
2020,October,27,44,Corridor_3,y,Station_15,AM Peak,285,2,1
2020,October,27,44,Corridor_5,y,Station_19,AM Peak,480,4,1
2020,October,27,44,Corridor_5,y,Station_19,Midday,58,1,1
2020,October,27,44,Corridor_5,y,Station_3,Evening,47,1,1
2020,October,27,44,Corridor_5,y,Station_3,PM Peak,514,4,1
2020,October,27,44,Corridor_6,y,Station_20,AM Peak,100,3,1
2020,October,27,44,Corridor_6,y,Station_20,Midday,39,1,1
2020,October,27,44,Corridor_6,y,Station_3,Evening,14,1,1
2020,October,27,44,Corridor_6,y,Station_3,PM Peak,118,3,1
2020,October,27,44,Corridor_7,y,Station_24,Evening,14,4,1
2020,October,27,44,Corridor_7,y,Station_24,Midday,77,5,1
2020,October,27,44,Corridor_7,y,Station_24,PM Peak,14,2,1
2020,October,27,44,Corridor_7,y,Station_21,AM Peak,258,4,1
2020,October,27,44,Corridor_7,y,Station_21,Midday,58,1,1
2020,October,27,44,Corridor_7,y,Station_3,Evening,105,6,1
2020,October,27,44,Corridor_7,y,Station_3,Midday,55,6,1
2020,October,27,44,Corridor_7,y,Station_3,PM Peak,262,4,1
2020,October,28,44,Corridor_1,y,Station_1,AM Peak,408,3,1
2020,October,28,44,Corridor_1,y,Station_1,Evening,8,1,1
2020,October,28,44,Corridor_1,y,Station_1,Midday,55,1,1
2020,October,28,44,Corridor_1,y,Station_2,Evening,16,2,1
2020,October,28,44,Corridor_1,y,Station_2,Midday,72,5,1
2020,October,28,44,Corridor_1,y,Station_2,PM Peak,9,1,1
2020,October,28,44,Corridor_1,y,Station_6,AM Peak,63,1,1
2020,October,28,44,Corridor_1,y,Station_3,Evening,85,5,1
2020,October,28,44,Corridor_1,y,Station_3,Midday,118,6,1
2020,October,28,44,Corridor_1,y,Station_3,PM Peak,486,4,1
2020,October,28,44,Corridor_4,y,Station_7,AM Peak,39,1,1
2020,October,28,44,Corridor_4,y,Station_8,AM Peak,224,2,1
2020,October,28,44,Corridor_4,y,Station_9,AM Peak,269,2,1
2020,October,28,44,Corridor_4,y,Station_9,Evening,11,1,1
2020,October,28,44,Corridor_4,y,Station_9,Midday,76,1,1
2020,October,28,44,Corridor_4,y,Station_11,Evening,38,3,1
2020,October,28,44,Corridor_4,y,Station_11,Midday,161,5,1
2020,October,28,44,Corridor_4,y,Station_11,PM Peak,58,2,1
2020,October,28,44,Corridor_4,y,Station_3,AM Peak,32,2,1
2020,October,28,44,Corridor_4,y,Station_3,Evening,154,5,1
2020,October,28,44,Corridor_4,y,Station_3,Midday,114,6,1
2020,October,28,44,Corridor_4,y,Station_3,PM Peak,562,5,1
2020,October,28,44,Corridor_2,y,Station_5,AM Peak,1411,7,1
2020,October,28,44,Corridor_2,y,Station_5,Evening,222,8,1
2020,October,28,44,Corridor_2,y,Station_5,Midday,650,12,1
2020,October,28,44,Corridor_2,y,Station_5,PM Peak,230,6,1
2020,October,28,44,Corridor_2,y,Station_3,AM Peak,157,6,1
2020,October,28,44,Corridor_2,y,Station_3,Evening,555,8,1
2020,October,28,44,Corridor_2,y,Station_3,Midday,397,12,1
2020,October,28,44,Corridor_2,y,Station_3,PM Peak,1304,7,1
2020,October,28,44,Corridor_3,y,Station_4,AM Peak,429,4,1
2020,October,28,44,Corridor_3,y,Station_4,Evening,395,8,1
2020,October,28,44,Corridor_3,y,Station_4,Midday,757,12,1
2020,October,28,44,Corridor_3,y,Station_4,PM Peak,329,6,1
2020,October,28,44,Corridor_3,y,Station_17,AM Peak,235,2,1
2020,October,28,44,Corridor_3,y,Station_3,AM Peak,269,6,1
2020,October,28,44,Corridor_3,y,Station_3,Evening,472,8,1
2020,October,28,44,Corridor_3,y,Station_3,Midday,512,12,1
2020,October,28,44,Corridor_3,y,Station_3,PM Peak,1059,8,1
2020,October,28,44,Corridor_3,y,Station_15,AM Peak,272,2,1
2020,October,28,44,Corridor_5,y,Station_19,AM Peak,479,4,1
2020,October,28,44,Corridor_5,y,Station_19,Midday,64,1,1
2020,October,28,44,Corridor_5,y,Station_3,Evening,39,1,1
2020,October,28,44,Corridor_5,y,Station_3,PM Peak,530,4,1
2020,October,28,44,Corridor_6,y,Station_20,AM Peak,96,3,1
2020,October,28,44,Corridor_6,y,Station_20,Midday,43,1,1
2020,October,28,44,Corridor_6,y,Station_3,Evening,18,1,1
2020,October,28,44,Corridor_6,y,Station_3,PM Peak,122,3,1
2020,October,28,44,Corridor_7,y,Station_24,Evening,18,4,1
2020,October,28,44,Corridor_7,y,Station_24,Midday,85,5,1
2020,October,28,44,Corridor_7,y,Station_24,PM Peak,16,2,1
2020,October,28,44,Corridor_7,y,Station_21,AM Peak,243,4,1
2020,October,28,44,Corridor_7,y,Station_21,Midday,52,1,1
2020,October,28,44,Corridor_7,y,Station_3,Evening,113,6,1
2020,October,28,44,Corridor_7,y,Station_3,Midday,57,6,1
2020,October,28,44,Corridor_7,y,Station_3,PM Peak,258,4,1
2020,October,29,44,Corridor_1,y,Station_1,AM Peak,394,3,1
2020,October,29,44,Corridor_1,y,Station_1,Evening,12,1,1
2020,October,29,44,Corridor_1,y,Station_1,Midday,58,1,1
2020,October,29,44,Corridor_1,y,Station_2,Evening,22,2,1
2020,October,29,44,Corridor_1,y,Station_2,Midday,72,5,1
2020,October,29,44,Corridor_1,y,Station_2,PM Peak,9,1,1
2020,October,29,44,Corridor_1,y,Station_6,AM Peak,61,1,1
2020,October,29,44,Corridor_1,y,Station_3,Evening,78,5,1
2020,October,29,44,Corridor_1,y,Station_3,Midday,130,6,1
2020,October,29,44,Corridor_1,y,Station_3,PM Peak,465,4,1
2020,October,29,44,Corridor_4,y,Station_7,AM Peak,36,1,1
2020,October,29,44,Corridor_4,y,Station_8,AM Peak,207,2,1
2020,October,29,44,Corridor_4,y,Station_9,AM Peak,288,2,1
2020,October,29,44,Corridor_4,y,Station_9,Evening,20,1,1
2020,October,29,44,Corridor_4,y,Station_9,Midday,93,1,1
2020,October,29,44,Corridor_4,y,Station_11,Evening,31,3,1
2020,October,29,44,Corridor_4,y,Station_11,Midday,143,5,1
2020,October,29,44,Corridor_4,y,Station_11,PM Peak,60,2,1
2020,October,29,44,Corridor_4,y,Station_3,AM Peak,38,2,1
2020,October,29,44,Corridor_4,y,Station_3,Evening,170,5,1
2020,October,29,44,Corridor_4,y,Station_3,Midday,110,6,1
2020,October,29,44,Corridor_4,y,Station_3,PM Peak,539,5,1
2020,October,29,44,Corridor_2,y,Station_5,AM Peak,1403,7,1
2020,October,29,44,Corridor_2,y,Station_5,Evening,221,8,1
2020,October,29,44,Corridor_2,y,Station_5,Midday,663,12,1
2020,October,29,44,Corridor_2,y,Station_5,PM Peak,220,6,1
2020,October,29,44,Corridor_2,y,Station_3,AM Peak,146,6,1
2020,October,29,44,Corridor_2,y,Station_3,Evening,577,8,1
2020,October,29,44,Corridor_2,y,Station_3,Midday,394,12,1
2020,October,29,44,Corridor_2,y,Station_3,PM Peak,1316,7,1
2020,October,29,44,Corridor_3,y,Station_4,AM Peak,444,4,1
2020,October,29,44,Corridor_3,y,Station_4,Evening,379,8,1
2020,October,29,44,Corridor_3,y,Station_4,Midday,679,12,1
2020,October,29,44,Corridor_3,y,Station_4,PM Peak,330,6,1
2020,October,29,44,Corridor_3,y,Station_17,AM Peak,242,2,1
